business_name,inspection_score,Year,NumberofLocations,Weekend
JAVA THE HUT,97,2003,79,FALSE
CHUGACH PHYSICAL THERAPY,100,2009,26,FALSE
YES INTERNATIONAL BISTRO,92,2015,40,FALSE
PEKING WOK,89,2008,271,FALSE
THAI GARDEN,91,2007,62,FALSE
FIORI D'ITALIA,94,2017,39,FALSE
HILLTOP SKI AREA,98,2016,55,FALSE
ASIAN KITCHEN - NORTHWOOD,95,2002,51,FALSE
CROSSROADS LOUNGE,93,2019,5,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,100,2000,44,FALSE
BAYSHORE CLUBHOUSE POOL,100,2001,31,FALSE
O'BRADY'S BURGERS #2,82,2019,58,FALSE
WAFFLE RUSH,95,2015,15,FALSE
FIORI D'ITALIA,100,2015,39,FALSE
ANCHORAGE COMMUNITY YMCA - BOWMAN,100,2016,12,FALSE
BARTLETT HIGH POOL/P & R,100,2004,21,FALSE
PANDA RESTAURANT,89,2016,27,FALSE
SARA'S SANDWICHES,95,2006,48,FALSE
FRUITLAND FRESH #2,89,2006,37,FALSE
FRED MEYER - RETAIL FISH,100,2019,86,FALSE
MCDONALD'S,97,2015,646,FALSE
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE SNACKBAR,96,2017,17,FALSE
SUBWAY OF ALASKA #3379,93,2008,55,FALSE
MOCHA MOTION,97,2016,18,FALSE
"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",100,2015,30,FALSE
BOOM BA LADDY DBA KRISTINE'S FLOWERS & CATERING,100,2015,13,FALSE
SUBWAY OF ALASKA #4803,96,2004,53,FALSE
AK FRESH SEAFOOD & SPICE,93,2017,13,FALSE
CAPTAIN COOK - FLETCHER'S,95,2009,31,FALSE
DON JOSE'S MEXICAN RESTAURANT,79,2015,140,FALSE
SUBWAY OF ALASKA #15777,92,2015,70,FALSE
SAMURAI SUSHI,73,2009,119,FALSE
NEW SAGAYA'S MIDTOWN MARKET - FISH,100,2002,30,FALSE
HOLIDAY STATIONSTORE #625,100,2005,36,FALSE
RONNIE,87,2017,95,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,98,2007,37,FALSE
FRED MEYER - DELI,92,2017,189,FALSE
LITTLE BEARS PLAYHOUSE,100,2003,32,FALSE
PTARMIGAN LOU'S SALOON,94,2004,18,FALSE
ANCHORAGE SENIOR CENTER,97,2009,95,FALSE
BASKIN ROBBINS,98,2002,75,FALSE
CREEKSIDE CHEVRON FOODMART,98,2017,18,FALSE
ASIAN KITCHEN - NORTHWOOD,100,2004,51,FALSE
SEWARD'S FOLLY,87,2017,48,FALSE
PANHANDLE BAR,91,2018,32,FALSE
SELECT PHYSICAL THERAPY,100,2003,27,FALSE
JAVA THE HUT,97,2017,79,FALSE
BARTLETT HIGH POOL/P & R,100,2008,21,FALSE
TACO KING III,100,2008,47,FALSE
XALOS,93,2017,18,FALSE
CUP OF GRACE,100,2019,15,FALSE
PIZZA PLAZA,95,2000,90,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,100,2005,37,FALSE
WONDER PARK SCHOOL,100,2003,37,FALSE
CARRS #1805 - RETAIL MEAT,95,2008,27,FALSE
BPX EXPLORATION CAFE,100,2002,43,FALSE
ORION SCHOOL,100,2005,38,FALSE
CAMP FIRE - LAKE OTIS,100,2006,25,FALSE
JITTERS - WHERE COFFEE IS AN ART,94,2017,28,FALSE
SUBWAY OF ALASKA #10986,100,2017,50,FALSE
HILTON GARDEN INN - ANCHORAGE,93,2018,18,FALSE
PHO GRILL,85,2017,53,FALSE
HULA HANDS RESTAURANT,89,2015,181,FALSE
BROWN BEAR SALOON,100,2008,38,FALSE
CARRS #1809 - SALAD BAR,100,2008,34,FALSE
HOLIDAY INN EXPRESS - SPA,100,2016,40,FALSE
"MOOSE SHACK COFFEE, THE",96,2019,11,FALSE
CARRS #2628 - DELI,100,2008,48,FALSE
PIZZA MAN #1,91,2009,83,FALSE
KING'S KIDS CHILD CARE,91,2005,29,FALSE
H2OASIS INDOOR WATERPARK RESTAURANT,90,2016,95,FALSE
HOLIDAY STATIONSTORE #637 SNACKBAR,95,2002,39,FALSE
HOLIDAY STATIONSTORE #607 SNACK,99,2017,39,FALSE
PAPA MURPHY'S,93,2016,110,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,99,2016,134,FALSE
CAFE LOCO 2,92,2017,66,FALSE
COLD STONE CREAMERY,86,2016,92,FALSE
DARK HORSE COFFEE CO.,89,2006,37,FALSE
SUBWAY #34109,100,2007,27,FALSE
JALAPENOS MEXICAN RESTAURANT,88,2006,104,FALSE
PHO DIMOND RESTAURANT,90,2017,17,FALSE
SNOW CITY CAFE,84,2008,39,FALSE
PEKING WOK,100,2015,271,FALSE
NEW SAGAYA'S MIDTOWN MARKET - FISH,89,2005,30,FALSE
NAPOLI'S PIZZA,77,2008,77,FALSE
KOBE TEPPAYAKI HOUSE,84,2007,151,FALSE
SIMON & SEAFORTS BAR,100,2001,16,TRUE
FAIRFIELD INN & SUITES,90,2006,28,FALSE
CARRS #1813 - SALAD BAR,92,2003,52,FALSE
TESORO -ARCTIC #2 SNACK,98,2016,11,FALSE
NILDA'S PARTY CREATIONS,94,2018,8,FALSE
NEW SAGAYA'S MIDTOWN MARKET - MEAT,100,2002,22,FALSE
PEKING WOK,88,2015,271,FALSE
BEAR MOUNTAIN GRILL,92,2003,81,FALSE
HOLIDAY STATIONSTORE SNACKBAR #625,97,2002,36,FALSE
HOLIDAY STATION STORE #629 SNACK,93,2007,27,FALSE
OUTBACK STEAKHOUSE REST.,91,2005,124,FALSE
JALAPENOS MEXICAN RESTAURANT,97,2007,104,FALSE
FIORI D'ITALIA,96,2004,39,FALSE
CAMP FIRE - SAND LAKE,94,2003,29,FALSE
QDOBA MEXICAN GRILL,92,2007,61,FALSE
DIMOND CENTER HOTEL - BREAKFAST BAR,99,2015,23,FALSE
CARRS #1807 - RETAIL FISH,100,2009,26,FALSE
WILLIWAW ELEMENTARY SCHOOL,99,2003,38,FALSE
O'MALLEY ON THE GREEN - RESTAURANT,96,2004,50,FALSE
COMFORT SUITES -POOL,100,2009,27,FALSE
HOLIDAY STATION STORE DELI #624,100,2015,38,FALSE
SICILY'S PIZZA,88,2004,323,FALSE
FRED MEYER RETAIL STORE,95,2002,94,FALSE
QDOBA MEXICAN GRILL,95,2007,61,FALSE
PIZZA MAN #1,100,2001,83,FALSE
AFC SUSHI @ FRED MEYER 00656,92,2016,51,FALSE
COSTCO WHOLESALE,100,2000,29,FALSE
SORRENTO'S,92,2017,52,FALSE
MILLENIUM HOTEL - FANCY MOOSE BAR,93,2009,47,FALSE
STARBUCKS COFFEE CO #11426,99,2007,17,FALSE
CARRS #1807 - DELI,89,2008,59,FALSE
HOLIDAY STATIONSTORE DELI #638,100,2006,40,FALSE
CRAZY HORSE SALOON RESTAURANT,96,2004,41,FALSE
O'BRADY'S BURGERS & BREW BAR,95,2009,22,FALSE
"ALASKA CLUB SOUTH, THE - SPA",100,2015,55,FALSE
MR PRIME BEEF,97,2004,37,FALSE
AMORE PIZZA,98,2007,45,FALSE
KALADI BROTHERS COFFEE,98,2015,99,FALSE
SUBWAY OF ALASKA #10986,100,2008,50,FALSE
F STREET STATION,98,2001,30,FALSE
KODIAK KUP ESPRESSO,94,2016,27,FALSE
TURNAGAIN ARM BBQ PIT LLC,97,2017,5,FALSE
HOLIDAY STATIONSTORE #602 DELI,95,2001,46,FALSE
POLAR BAR,92,2016,28,FALSE
CARRS #1805 - RETAIL MEAT,98,2001,27,FALSE
COSTCO WHOLESALE #63,100,2007,23,FALSE
AK ALCHEMIST,91,2015,30,FALSE
MCDONALD'S,100,2015,646,FALSE
NEW SAGAYA'S MIDTOWN MARKET - FISH,87,2006,30,FALSE
NEW ASIAN MARKET,89,2017,24,FALSE
ALASKA ZOO,78,2009,31,FALSE
BLAINES KITCHEN & SNACK BAR,89,2016,18,FALSE
SPRING HILL ELEM CAFETERIA,100,2006,37,FALSE
GLADYS WOOD SCHOOL,100,2009,38,FALSE
PEGGYS RESTAURANT,89,2007,86,FALSE
TESORO -SEWARD HWY,93,2018,9,FALSE
NEW PHO SAIGON RESTAURANT,83,2016,112,FALSE
BIG BOY EXPRESS MARKET,84,2005,133,FALSE
SWEET BASIL CAFE,90,2017,96,FALSE
ALASKA DINNER FACTORY INC,99,2018,16,FALSE
MILLENIUM HOTEL - FANCY MOOSE BAR,93,2016,47,FALSE
POPEYES CHICKEN AND BISCUITS,82,2015,153,FALSE
SUBWAY OF ALASKA #3379,86,2007,55,FALSE
ST. ELIAS SPECIALTY HOSPITAL,100,2007,17,FALSE
HOLIDAY STATION STORE #610,95,2005,30,FALSE
BEAR TOOTH GRILL - BAR,95,2007,25,FALSE
JALAPENOS MEXICAN RESTAURANT,82,2016,104,FALSE
POPEYES CHICKEN AND BISCUITS,82,2009,153,FALSE
ICHIBAN RESTAURANT,85,2006,125,FALSE
RED CHAIR CAFE,88,2017,28,FALSE
ANCH HILTON - HOOPER BAY,85,2009,76,FALSE
PHO VIETNAM #4,89,2016,23,FALSE
PIPER'S LOUNGE,96,2005,27,FALSE
PIZZA OLYMPIA,95,2015,69,FALSE
DIMOND HIGH SCHOOL/P & R,100,2017,23,TRUE
COSTCO WHOLESALE #63 - PROCESSOR,100,2016,24,FALSE
HAMBURGER HAVEN,85,2004,129,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2006,35,FALSE
CROSTINI CAFE,90,2004,53,FALSE
NILDA'S PARTY CREATIONS,94,2018,8,FALSE
ANCHORAGE COMFORT INN SNACKBAR,89,2006,41,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,96,2015,44,FALSE
CHINA TOWN RESTAURANT,71,2017,28,FALSE
KENNY'S KITCHEN,98,2016,78,FALSE
AWAIC,91,2015,50,FALSE
JACKIE'S PLACE,91,2006,95,FALSE
SUBWAY OF ALASKA #14372,95,2004,62,FALSE
AFC SUSHI @ FRED MEYER 00656,84,2015,51,FALSE
MCDONALD'S,95,2016,646,FALSE
MCDONALD'S,91,2016,646,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,91,2003,57,FALSE
CLITHEROE REHAB CENTER,98,2003,55,FALSE
MEKONG RESTAURANT,86,2007,86,FALSE
O'MALLEY ON THE GREEN - RESTAURANT,96,2016,50,FALSE
SICILY'S PIZZA,77,2015,323,FALSE
HACIENDA MEXICAN RESTAURANT,100,2007,62,FALSE
"PERFECT CUP PLUS, THE",92,2016,91,FALSE
RED ROBIN RESTAURANT DIMOND,95,2007,61,FALSE
AVIATOR LOUNGE,89,2016,20,FALSE
KIDS' CORP - MULDOON,79,2008,51,FALSE
SOUTH ANCHORAGE JROTC STUDENT GOV'T,100,2016,15,FALSE
MEARS MIDDLE SCHOOL,100,2016,39,FALSE
HOST COMMISSARY,91,2007,48,FALSE
YAK & YETI HIMALAYAN RESTAURANT,91,2002,74,FALSE
FLO'S PANCAKE HOUSE,93,2018,29,FALSE
LONG BRANCH SALOON,97,2015,91,FALSE
BEAR TOOTH GRILL,91,2009,75,FALSE
CARRS #1817 - DELI,92,2006,72,FALSE
LIONS DEN LOUNGE,88,2008,33,FALSE
PEANUT FARM - RESTAURANT,83,2006,92,FALSE
FRED MEYER - BAKERY,98,2006,88,FALSE
ST FRANCIS HOUSE,100,2002,17,FALSE
YUKON CONCESSION,95,2003,24,FALSE
PIZZA MAN #1,89,2008,83,FALSE
YAK & YETI HIMALAYAN RESTAURANT,84,2004,74,FALSE
FRED MEYER RETAIL STORE,100,2016,94,FALSE
FRED MEYER - DELI,88,2005,189,FALSE
YOGURTWORKS ALASKA,94,2017,11,FALSE
TROPICAL LATIN FOOD,85,2017,63,FALSE
NAPOLI'S PIZZA,77,2008,77,FALSE
GLADYS WOOD SCHOOL,100,2001,38,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,80,2016,110,FALSE
CARRS #2628 - SALAD BAR,93,2005,30,FALSE
BIRCHWOOD ELEMENTARY SCHOOL,100,2007,37,FALSE
CHUGIAK/EAGLE RIVER FOOD PANTRY,95,2001,15,FALSE
WHALEY CENTER,100,2007,32,FALSE
CAMP FIRE - CHESTER VALLEY,92,2015,20,FALSE
CHUGIAK HS /P & R - EAGLE RIVER,100,2000,19,FALSE
BRIGHT BEGINNINGS ELC-EAGLE RIVER,100,2015,69,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",92,2008,98,FALSE
TARGET - STARBUCKS,97,2008,12,FALSE
CARRS #1802 - SALAD BAR,95,2000,29,FALSE
TACO BELL #19953,94,2017,46,FALSE
SORRENTO'S,81,2007,52,FALSE
FAITH DAY CARE & LEARNING CENTER,91,2009,43,FALSE
CHILD'S EARLY LEARNING CENTER,98,2005,29,FALSE
COSTCO #63 - PIZZA & DELI,98,2000,37,TRUE
"NEW CENTRAL MARKET, THE",86,2000,55,FALSE
PHO & THAI CUISINE,98,2016,49,FALSE
T.G.I. FRIDAYS,89,2006,68,FALSE
SAMURAI SUSHI,73,2008,119,FALSE
LAHN PAD-THAI RESTAURANT,91,2006,102,FALSE
PIPER'S RESTAURANT,86,2006,113,FALSE
I.H.O.P.,84,2006,208,FALSE
CAMP FIRE - SAND LAKE,100,2016,29,FALSE
SERVICE HIGH POOL/P & R,100,2000,31,FALSE
CAMP FIRE - NUNAKA VALLEY,100,2005,43,FALSE
SUBWAY OF ALASKA #17981,96,2001,41,FALSE
CARRS #520 - BAKERY,95,2009,46,FALSE
ARBY'S - EAGLE RIVER,97,2000,74,FALSE
THAI GARDEN,88,2006,62,FALSE
CARRS #1807 - ORIENT EXPRESS,94,2003,47,FALSE
ANCH HILTON - HOOPER BAY,88,2008,76,FALSE
DRAGON RESTAURANT,90,2015,191,FALSE
YAK & YETI HIMALAYAN RESTAURANT,89,2003,74,FALSE
FRED MEYER - STARBUCKS,98,2009,82,FALSE
"CACHE STORE 1, LLC- SNACK BAR",96,2016,10,FALSE
WALGREENS,94,2016,42,FALSE
TOMMY'S BURGER STOP,100,2003,63,FALSE
SIMON & SEAFORTS,93,2005,74,FALSE
ANCH CHRISTIAN SCHOOL,92,2017,46,FALSE
JALAPENOS MEXICAN RESTAURANT,80,2009,104,FALSE
QDOBA RESTAURANT CORP,100,2015,40,FALSE
"DAILY DOSE, THE",100,2018,12,FALSE
REGAL CINEMAS TOTEM 8,87,2004,47,FALSE
AWAIC,97,2009,50,FALSE
O'MALLEY ELEMENTARY SCHOOL,99,2000,37,FALSE
GREAT ALASKA PIZZA CO #18,87,2015,27,FALSE
MOCHA MASTERS,92,2006,29,FALSE
CAMP FIRE - SUSITNA,100,2004,38,FALSE
EL DORADO,86,2016,32,FALSE
SUBWAY OF ALASKA #7526,93,2002,63,FALSE
5TH AVENUE DELI,100,2000,70,FALSE
SOUTHSIDE BISTRO,96,2003,59,FALSE
CHAIR 5,79,2000,72,FALSE
LUIGI'S PIZZA,97,2007,117,FALSE
ASIAN KITCHEN - NORTHWOOD,91,2005,51,FALSE
GINGER,90,2008,58,FALSE
CAMP FIRE - O'MALLEY,100,2003,27,FALSE
PITA PIT- SOUTH,97,2017,17,FALSE
TACO KING,87,2007,115,FALSE
CARRS #1813 - GROCERY,91,2000,29,FALSE
HOLIDAY STATIONSTORE #614,93,2004,39,FALSE
VILLAGE INN #3,90,2017,79,FALSE
SILVERTIP GRILL,85,2000,62,FALSE
PHO VIETNAM #8,98,2017,4,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,97,2017,37,FALSE
CARRS #1809 - GROCERY,94,2015,28,FALSE
HILTON GARDEN INN - PANTRY MARKET,100,2018,2,FALSE
ROSETTA'S ITALIAN EATERY,97,2006,55,FALSE
DRAGON RESTAURANT,91,2007,191,FALSE
PHO & THAI CUISINE,77,2016,49,FALSE
L'AROMA SOUTHSIDE,85,2009,45,FALSE
BIG BOY EXPRESS MARKET,85,2017,133,FALSE
SARA'S TOO,93,2017,24,FALSE
BOBBY'S CAFE,95,2017,55,FALSE
MARX BROTHERS CAFE,89,2009,29,FALSE
SWEET BASIL CAFE,99,2000,96,FALSE
KOBE TEPPAYAKI HOUSE,91,2008,151,FALSE
CAMP FIRE - NUNAKA VALLEY,95,2001,43,FALSE
HOLIDAY STATIONSTORE #630,85,2004,31,FALSE
FROMAGIO'S ARTISAN CHEESE LLC,97,2018,7,FALSE
PERK-UP ESPRESSO,97,2006,70,FALSE
THOMAS CENTER FOR SENIOR LEADERSHIP: ST. MARY'S,100,2016,3,FALSE
DENA A COY - QI,100,2017,7,FALSE
PLAYER'S CHOICE BINGO,97,2004,36,FALSE
CARRS #1807 - GROCERY,99,2004,36,FALSE
ANCHORAGE CORRECTIONAL FACILITY WEST,90,2006,58,FALSE
SUBWAY,100,2008,99,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,96,2002,161,FALSE
"ALASKA CLUB HOT TUB, THE",100,2005,50,FALSE
HOLIDAY STATIONSTORE #631 SNACKBAR,97,2004,51,FALSE
CAMP FIRE - CHINOOK,100,2017,30,FALSE
WEST HIGH EAGLE CACHE,100,2016,3,FALSE
AWAIC,93,2017,50,FALSE
UNCLE JOE'S PIZZERIA #2,93,2007,36,FALSE
NORTON SOUND SEAFOOD RESTAURANT,95,2017,17,FALSE
LA CABANA BAR,96,2002,25,FALSE
H2OASIS INDOOR WATERPARK RESTAURANT,98,2004,95,FALSE
SONS OF NORWAY BAR,100,2002,16,FALSE
LAHN PAD-THAI RESTAURANT,100,2015,102,FALSE
PEKING WOK,73,2009,271,FALSE
LAHN PAD-THAI RESTAURANT,98,2007,102,FALSE
CRAZY HORSE SALOON RESTAURANT,92,2008,41,FALSE
MEKONG RESTAURANT,85,2007,86,FALSE
FAIRVIEW ELEMENTARY SCHOOL,99,2004,38,FALSE
HILLTOP SKI AREA,93,2009,55,FALSE
HOLIDAY STATION STORE #601 SNACK,89,2004,52,FALSE
YES INTERNATIONAL BISTRO,83,2016,40,FALSE
BURRITO KING,100,2007,54,FALSE
KINCAID GRILL,98,2004,49,FALSE
SIMON & SEAFORTS,84,2007,74,FALSE
SARA'S SANDWICHES,93,2008,48,FALSE
FIORI D'ITALIA,92,2007,39,FALSE
BASKIN ROBBINS,88,2015,75,FALSE
CLITHEROE REHAB CENTER,97,2016,55,FALSE
GREAT ALASKA PIZZA CO #18,91,2017,27,FALSE
DON JOSE'S MEXICAN RESTAURANT,85,2005,140,FALSE
CAMPOBELLO BISTRO,94,2008,60,FALSE
WESTMARK - SOLSTICE CAFE,91,2005,47,FALSE
AUNTIE ANNE'S PRETZEL,96,2016,27,FALSE
SEWARD'S FOLLY,83,2016,48,FALSE
SLEEPY COYOTE CAFE,100,2006,22,FALSE
CAFE AMSTERDAM,89,2006,49,FALSE
SUBWAY OF ALASKA #3379,86,2007,55,FALSE
CHUGACH SCHOOL DISTRICT,99,2016,9,FALSE
MCDONALD'S,99,2017,646,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",83,2004,98,FALSE
DON JOSE'S MEXICAN RESTAURANT,88,2008,140,FALSE
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2003,38,FALSE
HOLIDAY STATION STORE #629,100,2004,23,FALSE
MCDONALD'S,90,2004,646,FALSE
PAPA JOHN'S PIZZA,91,2004,83,FALSE
SIDE STREET ESPRESSO,100,2003,16,FALSE
STARBUCKS COFFEE #8973,100,2007,19,FALSE
TESORO -ARCTIC SNACK,97,2016,6,FALSE
SOUTHCENTRAL FOUNDATION ELDER CENTER,100,2017,11,FALSE
SILVERTIP GRILL,90,2003,62,FALSE
KALADI BROS. COFFEE,91,2007,48,FALSE
PIPER'S RESTAURANT,90,2003,113,FALSE
BRIGHT BEGINNINGS ELC-EAGLE RIVER,98,2016,69,FALSE
CHILDREN'S WORLD,100,2017,58,FALSE
COSTCO WHOLESALE #63 - PROCESSOR,95,2009,24,FALSE
DENALI ELEMENTARY SCHOOL,100,2016,36,FALSE
STUDENT NUTRITION CENTER,100,2015,31,FALSE
EL DORADO,91,2017,32,FALSE
CLITHEROE REHAB CENTER,85,2007,55,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,97,2004,161,FALSE
CARRS #520 -  DELI,91,2009,80,FALSE
UAA CAMPUS BOOKSTORE,98,2016,4,FALSE
HOST COMMISSARY,100,2000,48,FALSE
BIG BOY EXPRESS MARKET,96,2017,133,FALSE
KALADI BROTHERS COFFEE CO,84,2008,60,FALSE
UAA - CREEKSIDE COMMONS,88,2005,63,FALSE
ALASKAN RUSTIC MARKET,97,2016,21,FALSE
"ALASKA CLUB SOUTH, THE",100,2003,54,FALSE
SUBWAY OF GIRDWOOD INCORPORATED,100,2015,12,FALSE
TACO KING,75,2017,115,FALSE
SUBWAY OF ALASKA #4802,91,2000,37,FALSE
HOLIDAY STATIONSTORE #631 SNACKBAR,93,2006,51,FALSE
PIPER'S LOUNGE,98,2007,27,FALSE
FAIRFIELD INN & SUITES -  POOL,100,2008,22,FALSE
POLARIS K-12 SCHOOL,100,2008,38,FALSE
WENDY'S #5,92,2002,44,FALSE
FIREWEED CHEVRON TNI - SNACK BAR,98,2016,34,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,93,2004,161,FALSE
"PATHWAY HOME, THE",89,2017,21,FALSE
"KOBUK, THE",96,2009,14,FALSE
PROVIDENCE EXTENDED CARE - SUSITNA COTTAGE,99,2016,7,FALSE
PANHANDLE BAR,91,2018,32,FALSE
LOS ARCOS RESTAURANT,100,2007,79,FALSE
PERK-UP ESPRESSO,85,2008,70,FALSE
PROVIDENCE EXTENDED CARE - COMMONS BLDG,98,2016,3,FALSE
BURGER JIM #1,89,2001,101,FALSE
NUNAKA VALLEY SCHOOL,100,2008,37,FALSE
PAPA MURPHY'S,90,2016,110,FALSE
PHO GRILL,90,2016,53,FALSE
CARRS #1802 - DELI,90,2006,56,FALSE
CHESTER PARK CORP.,95,2007,60,FALSE
GUIDOS PIZZA #2,94,2004,50,FALSE
GREAT ALASKA PIZZA CO.,95,2016,23,FALSE
CARRS #1807 - ORIENT EXPRESS,100,2006,47,FALSE
FRED MEYER - RETAIL STORE,100,2016,49,FALSE
ANCH CHRISTIAN SCHOOL,100,2016,46,FALSE
SAL'S NEW YORK GRILL,87,2015,12,FALSE
ANCHORAGE CHRISTIAN PRESCHOOL,97,2017,48,FALSE
CONGREGATION BETH SHALOM,100,2018,33,FALSE
HOLIDAY STATIONSTORE #607,90,2008,32,FALSE
CARRS #1805 - RETAIL MEAT,100,2015,27,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,90,2007,161,FALSE
TACO BELL #2181,100,2003,35,FALSE
CARRS #1813 - DELI,91,2006,68,FALSE
MCDONALD'S,91,2009,646,FALSE
NEW SAGAYA MIDTOWN MARKET - SALAD,95,2004,41,FALSE
TACO KING,90,2015,115,FALSE
AIRPORT HEIGHTS SCHOOL,100,2015,37,FALSE
MILLENIUM HOTEL - FLYING MACHINE,86,2016,123,FALSE
FRED MEYER - BAKERY,100,2004,88,FALSE
UNION STATION,93,2017,18,FALSE
BENSON SECONDARY SCHOOL,100,2016,43,FALSE
HOLIDAY STATIONSTORE #625,89,2016,36,FALSE
SUBWAY OF GIRDWOOD INCORPORATED,100,2017,12,FALSE
SWEET PINK PEPPER,90,2005,154,FALSE
CAPRI PIZZA,90,2009,28,FALSE
SWEET PINK PEPPER,80,2007,154,FALSE
CAMP FIRE - GOVERNMENT HILL,94,2000,32,FALSE
LITTLE ITALY,93,2007,66,FALSE
NEW SAGAYA CITY MARKET - FISH,98,2007,21,FALSE
CARRS #1809 - BAKERY,94,2015,21,FALSE
UAA ALASKA AIRLINES BOREALIS BREW,100,2018,5,FALSE
WILMA'S PLACE,100,2003,11,FALSE
WILLIAM TYSON ELEMENTARY,100,2005,38,FALSE
KOBE TEPPAYAKI HOUSE,96,2002,151,FALSE
FIORI D'ITALIA BAR,100,2008,17,FALSE
CARRS #1817 - ORIENT EXPRESS,95,2016,53,FALSE
BARTLETT HIGH POOL/P & R,100,2007,21,FALSE
CARRS #1809 - SALAD BAR,96,2004,34,FALSE
COLD STONE CREAMERY,100,2007,92,FALSE
BURGER JIM #1,87,2009,101,FALSE
TACO KING #2,95,2017,89,FALSE
BASKIN ROBBINS,90,2004,75,FALSE
PAPA MURPHY'S,93,2016,110,FALSE
GRANNY B'S CAFE,97,2015,61,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - POOL,100,2008,28,FALSE
"ALASKA CLUB WEST, THE - SNACK BAR",84,2009,40,FALSE
COSTCO WHOLESALE - PROCESSOR,100,2003,27,FALSE
CHAIR 5,97,2004,72,FALSE
RAINBOW VIDEO & ORIENTAL STORE,100,2001,17,FALSE
CCLC @ TUNDRA TYKES,100,2017,3,FALSE
GLACIER BREWHOUSE,91,2005,70,FALSE
ARCTIC ROADRUNNER #2,91,2005,36,FALSE
HULA HANDS RESTAURANT,91,2005,181,FALSE
CENTER CAFE,92,2007,90,FALSE
CARRS #1809 - RETAIL MEAT,96,2017,21,FALSE
ANTHC PATIENT LODGING CAFE,96,2017,5,FALSE
KK HOME TOWN RESTAURANT,93,2015,25,FALSE
CARL'S JR RESTAURANT,95,2017,254,FALSE
"ALASKA CLUB EAST - DECK, THE",100,2009,46,FALSE
PEKING WOK,88,2015,271,FALSE
SOUTHSIDE GRILL,82,2009,70,FALSE
CARRS #1813 - DELI,94,2003,68,FALSE
H2OASIS INDOOR WATERPARK RESTAURANT,100,2003,95,FALSE
CARRS #1817 - BAKERY,98,2017,45,FALSE
ANNA'S HEALTH FOODS,100,2000,15,FALSE
T.G.I. FRIDAYS BAR,96,2009,22,FALSE
SUBWAY OF ALASKA #4803,95,2006,53,FALSE
KALADI BROS. COFFEE,87,2004,48,FALSE
ALASKA REINDEER HOT DOG - S,94,2016,35,FALSE
FAIRFIELD INN & SUITES,90,2006,28,FALSE
SICILY'S PIZZA,100,2009,323,FALSE
HOLIDAY STATIONSTORE #611 SNACKBAR,88,2002,31,FALSE
PI RESTAURANT @ EMBASSY SUITES,94,2017,18,FALSE
HOOD WINGS,89,2016,81,FALSE
EL DORADO,86,2016,32,FALSE
PIPER'S LOUNGE,92,2009,27,FALSE
CAROUSEL CHILD CARE CENTER,89,2008,58,FALSE
CAMP FIRE - GOVERNMENT HILL,100,2016,32,FALSE
SOUTHSIDE GRILL,90,2008,70,FALSE
CHINA TOWN RESTAURANT,71,2017,28,FALSE
ALPENGLOW ELEMENTARY,100,2009,39,FALSE
WESTMARK - SOLSTICE CAFE,91,2006,47,FALSE
CARRS #520 - GROCERY,100,2017,36,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,89,2009,87,FALSE
FAIRVIEW ELEMENTARY SCHOOL,100,2007,38,FALSE
MOCHA BEANS,100,2001,20,FALSE
HEAVENLY CUP,91,2017,26,FALSE
BAYSHORE CLUBHOUSE - SPA,100,2003,35,FALSE
SUNFLOWER PRESCHOOL,100,2017,9,FALSE
HOLIDAY STATION STORE #601,95,2000,42,FALSE
VILLA PIZZA,92,2006,68,FALSE
PIZZA MAN #1,94,2016,83,FALSE
JEWEL LAKE TASTEE FREEZ,93,2007,65,FALSE
TACO PALACE,91,2015,24,FALSE
LOS ARCOS RESTAURANT,86,2018,79,FALSE
PAPA JOHN'S RESTAURANT,87,2017,79,FALSE
EGAN CONVENTION CENTER BAR,100,2017,12,FALSE
PROVIDENCE HOSPITAL - HIGHER GROUNDS COFFEE,100,2003,18,FALSE
KALADI BROTHERS COFFEE,89,2006,99,FALSE
CARRS #1807 - GROCERY,97,2003,36,FALSE
SUBWAY OF ALASKA #14372,100,2006,62,FALSE
BRIGHT BEGINNINGS ELC-EAGLE RIVER,96,2017,69,FALSE
SONS OF NORWAY BAR,95,2001,16,FALSE
CARRS #1802 - DELI,90,2004,56,FALSE
