UNIQUE_ID,MONTH,AGE,GENDER,OFFENCE,OUTCOME,LENGTH,PREV_CONVICTIONS,DRG_CLASS,DRG_CATEGORY,DRG_CULPABILITY,DRG_HARM,DRG_INCREASING_SER_STAT_1,DRG_INCREASING_SER_STAT_2,DRG_INCREASING_SER_STAT_3,DRG_INCREASING_SER_STAT_4,DRG_INCREASING_SER_STAT_NONE,DRG_INCREASING_SER_OTHER_1,DRG_INCREASING_SER_OTHER_2,DRG_INCREASING_SER_OTHER_3,DRG_INCREASING_SER_OTHER_4,DRG_INCREASING_SER_OTHER_5,DRG_INCREASING_SER_OTHER_6,DRG_INCREASING_SER_OTHER_7,DRG_INCREASING_SER_OTHER_8,DRG_INCREASING_SER_OTHER_9,DRG_INCREASING_SER_OTHER_10,DRG_INCREASING_SER_OTHER_11,DRG_INCREASING_SER_OTHER_12,DRG_INCREASING_SER_OTHER_13,DRG_INCREASING_SER_OTHER_14,DRG_INCREASING_SER_OTHER_15,DRG_INCREASING_SER_OTHER_16,DRG_INCREASING_SER_OTHER_17,DRG_INCREASING_SER_OTHER_18,DRG_INCREASING_SER_OTHER_19,DRG_INCREASING_SER_OTHER_20,DRG_INCREASING_SER_OTHER_21,DRG_INCREASING_SER_OTHER_NONE,DRG_REDUCING_SER_1,DRG_REDUCING_SER_2,DRG_REDUCING_SER_3,DRG_REDUCING_SER_4,DRG_REDUCING_SER_5,DRG_REDUCING_SER_6,DRG_REDUCING_SER_7,DRG_REDUCING_SER_8,DRG_REDUCING_SER_9,DRG_REDUCING_SER_10,DRG_REDUCING_SER_11,DRG_REDUCING_SER_12,DRG_REDUCING_SER_13,DRG_REDUCING_SER_14,DRG_REDUCING_SER_15,DRG_REDUCING_SER_16,DRG_REDUCING_SER_NONE,GUILT_IND_POLICE,GP_STAGE,GP_DISCOUNT,GP_FIRST_OPP
sc-drg-141234-011900,January,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,Offender addicted to same drug,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011901,March,25 to 34,Male,Possession with intent to supply,Immediate custody,12 months,4 to 9,Other Class B,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011902,September,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Answered,Not Answered,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,Offender's vulnerability exploited,-,-,-,-,-,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",30%,Yes
sc-drg-141234-011903,January,25 to 34,Male,Possession,CO,-,1 to 3,Cannabis or Cannabis resin,2,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011904,January,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Answered,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Involvement due to pressure/intimidation/coercion,-,-,-,No previous relevant convictions,Offender's vulnerability exploited,-,-,-,-,-,-,Sole/primary carer for dependent relatives,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011905,March,25 to 34,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Answered,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011906,January,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011907,June,25 to 34,Male,Conspiracy to supply,Immediate custody,Over 5 years and up to 10 years,1 to 3,Cocaine,Not Answered,Not Answered,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011908,June,25 to 34,Male,Conspiracy to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cocaine,Not Answered,Not Answered,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"On, or after, the day of trial",-,No
sc-drg-141234-011909,January,25 to 34,Male,Conspiracy to supply,SSO,-,1 to 3,Cocaine,Not Answered,Not Answered,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Involvement due to pressure/intimidation/coercion,-,Isolated incident,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011910,April,18 to 24,Male,Supplying,Immediate custody,Over 6 months to less than 12,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011911,February,18 to 24,Male,Supplying,SSO,-,Not answered,Cocaine,Not Answered,Not Answered,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,Not Answered,33%,Yes
sc-drg-141234-011912,February,25 to 34,Male,Possession with intent to supply,CO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-011913,February,18 to 24,Female,Possession with intent to supply,CO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-011914,February,18 to 24,Male,Possession with intent to supply,CO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-011915,February,25 to 34,Male,Possession with intent to supply,SSO,-,Not answered,Other Class B,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011916,February,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,4 to 9,Other Class B,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011917,March,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,Not Answered,-,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011918,March,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,Not Answered,-,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011919,February,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,4 to 9,Other Class B,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011920,February,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,4 to 9,Other Class B,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011921,March,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Cocaine,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011922,April,18 to 24,Male,Possession with intent to supply,CO,-,1 to 3,Class C,Not Answered,Significant role,4,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011923,March,18 to 24,Male,Possession,Fine,-,1 to 3,Cocaine,3,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011924,March,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 3 years and less than 4 years,1 to 3,Cocaine,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",25%,No
sc-drg-141234-011925,April,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011926,July,35 to 44,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,Sole/primary carer for dependent relatives,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011927,April,25 to 34,Male,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,On-going/large scale evidenced by specialist equipment,-,Use of premises with unlawful access to utility supply,-,Premises adapted to facilitate drug activity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33%,No
sc-drg-141234-011928,April,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 12 months and up to 18 months,10 or more,Other Class B,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,After the PCMH but before the day of trial,20%,Not Answered
sc-drg-141234-011929,March,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,Not Answered,33%,Yes
sc-drg-141234-011930,May,35 to 44,Male,Possession with intent to supply,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",25%,Yes
sc-drg-141234-011931,March,45 to 54,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Answered,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,Isolated incident,-,-,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011932,March,Over 54,Female,Supplying,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,No,"Up to, or at, the PCMH",25%,Not Answered
sc-drg-141234-011933,March,35 to 44,Male,Supplying,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,-,Serious medical conditions,-,-,-,-,-,-,No,"Up to, or at, the PCMH",25%,Not Answered
sc-drg-141234-011934,March,35 to 44,Female,Permitting premises to be used,CO,-,None,Cannabis or Cannabis resin,2,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",25%,Not Answered
sc-drg-141234-011935,March,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 3 years and less than 4 years,None,Cocaine,Not Answered,Significant role,3-Basis of quantity,-,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011936,March,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011937,September,18 to 24,Male,Possession with intent to supply,Discharge,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Lesser role,4,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,No,"On, or after, the day of trial",33%,Yes
sc-drg-141234-011938,March,18 to 24,Male,Possession with intent to supply,Immediate custody,12 months,4 to 9,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",20%,No
sc-drg-141234-011940,March,18 to 24,Male,Possession with intent to supply,CO,-,None,Other Class B,Not Answered,Lesser role,3-Basis of quantity,-,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011941,April,35 to 44,Male,Production/being concerned in production/cultivation,SSO,-,1 to 3,Not Answered,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Answered,Not Answered,-,Not Answered
sc-drg-141234-011942,April,25 to 34,Male,Possession with intent to supply,SSO,-,None,Not Answered,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011943,April,45 to 54,Male,Possession with intent to supply,SSO,-,1 to 3,Not Answered,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use of premises with unlawful access to utility supply,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,Not Answered,"On, or after, the day of trial",10%,No
sc-drg-141234-011944,April,18 to 24,Male,Possession,CO,-,1 to 3,Cocaine,Not answered,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011945,April,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011946,August,25 to 34,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011947,May,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Not Answered,Not Answered,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011948,May,25 to 34,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,Sophisticated nature of concealment/attempts to avoid detection,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,Level of profit element,Premises adapted to facilitate drug activity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",15%,Yes
sc-drg-141234-011949,May,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Heroin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011950,May,25 to 34,Female,Other drugs offences,CO,-,None,Cannabis or Cannabis resin,Not Answered,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Involvement due to pressure/intimidation/coercion,-,Isolated incident,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",33%,Yes
sc-drg-141234-011951,May,35 to 44,Male,Supplying,Immediate custody,Over 3 months and up to 6 months,None,Other Class A,Not Answered,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,Not Answered,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011952,May,45 to 54,Female,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Answered,33%,Yes
sc-drg-141234-011953,June,35 to 44,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011954,June,25 to 34,Male,Possession,CO,-,None,Cannabis or Cannabis resin,3,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011955,May,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cocaine,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011956,October,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Lesser role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011957,May,45 to 54,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Answered,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-011958,June,25 to 34,Male,Possession with intent to supply,SSO,-,1 to 3,Other Class B,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",25%,No
sc-drg-141234-011959,June,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",25%,No
sc-drg-141234-011960,May,45 to 54,Female,Permitting premises to be used,SSO,-,None,Cannabis or Cannabis resin,2,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,Offender's vulnerability exploited,Remorse,-,-,-,-,-,Sole/primary carer for dependent relatives,-,-,-,No,"Up to, or at, the PCMH",-,Not Answered
